,State_FIPS_code,State,Compound,Year,Corn,Soybeans,Wheat,Cotton,Vegetables_and_fruit,Rice,Orchards_and_grapes,Alfalfa,Pasture_and_hay,Other_crops
0,32,Nevada,IMIDACLOPRID,1994,,5417.250883392227,1438.0992156862746,2757.0168701442844,0.3,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
1,41,Oregon,IMIDACLOPRID,1994,,5417.250883392227,1438.0992156862746,2757.0168701442844,1379.2555892547657,2050.2000000000003,119.9,88.80697674418606,2.3,532.1691384950926
2,48,Texas,IMIDACLOPRID,1994,,5417.250883392227,1438.0992156862746,2757.0168701442844,2050.5,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
3,6,California,IMIDACLOPRID,1994,,5417.250883392227,1438.0992156862746,2757.0168701442844,2348.0,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
4,12,Florida,IMIDACLOPRID,1994,,5417.250883392227,1438.0992156862746,2757.0168701442844,3003.2,2050.2000000000003,36.2,88.80697674418606,2.3,532.1691384950926
5,4,Arizona,IMIDACLOPRID,1994,,5417.250883392227,1438.0992156862746,2757.0168701442844,2653.2,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
6,53,Washington,IMIDACLOPRID,1994,,5417.250883392227,1438.0992156862746,2757.0168701442844,1379.2555892547657,2050.2000000000003,943.2,88.80697674418606,2.3,532.1691384950926
7,16,Idaho,IMIDACLOPRID,1994,,5417.250883392227,1438.0992156862746,2757.0168701442844,1379.2555892547657,2050.2000000000003,52.7,88.80697674418606,2.3,532.1691384950926
8,34,New Jersey,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,343.5,2050.2000000000003,34.9,88.80697674418606,2.3,532.1691384950926
9,55,Wisconsin,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,848.8,2050.2000000000003,45.2,88.80697674418606,2.3,532.1691384950926
10,4,Arizona,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,211.0,8048.5,2050.2000000000003,1.1,88.80697674418606,2.3,532.1691384950926
11,35,New Mexico,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,31.3,66.3,2050.2000000000003,13.1,88.80697674418606,0.5,532.1691384950926
12,30,Montana,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,4.8,2050.2000000000003,3.1,88.80697674418606,2.3,532.1691384950926
13,45,South Carolina,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,4.6,2050.2000000000003,1.8,88.80697674418606,2.3,532.1691384950926
14,31,Nebraska,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,30.0,2050.2000000000003,1062.1775265957447,88.80697674418606,0.1,532.1691384950926
15,29,Missouri,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,234.8,1379.2555892547657,2050.2000000000003,27.9,88.80697674418606,2.3,532.1691384950926
16,51,Virginia,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,787.7,2050.2000000000003,560.0,88.80697674418606,2.3,532.1691384950926
17,37,North Carolina,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,598.4,2050.2000000000003,12.2,88.80697674418606,2.3,532.1691384950926
18,49,Utah,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,6.0,2050.2000000000003,640.9,88.80697674418606,2.3,532.1691384950926
19,18,Indiana,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,54.2,2050.2000000000003,27.1,88.80697674418606,2.3,532.1691384950926
20,54,West Virginia,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,76.1,2050.2000000000003,245.9,88.80697674418606,2.3,532.1691384950926
21,5,Arkansas,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,11115.6,1379.2555892547657,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
22,22,Louisiana,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,945.9,1379.2555892547657,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
23,13,Georgia,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,0.2,2050.2000000000003,0.7,88.80697674418606,2.3,532.1691384950926
24,19,Iowa,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,21.0,2050.2000000000003,2.7,88.80697674418606,2.3,532.1691384950926
25,20,Kansas,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,22.3,1379.2555892547657,2050.2000000000003,0.9,88.80697674418606,1.2,532.1691384950926
26,32,Nevada,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,39.4,2050.2000000000003,5.0,88.80697674418606,2.3,532.1691384950926
27,17,Illinois,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,9.6,2050.2000000000003,40.4,88.80697674418606,2.3,532.1691384950926
28,23,Maine,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,2082.6,2050.2000000000003,9.7,88.80697674418606,2.3,532.1691384950926
29,42,Pennsylvania,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,1466.5,2050.2000000000003,619.8,88.80697674418606,2.3,532.1691384950926
30,8,Colorado,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,617.8,2050.2000000000003,34.5,88.80697674418606,2.9,532.1691384950926
31,40,Oklahoma,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,155.8,1379.2555892547657,2050.2000000000003,1062.1775265957447,88.80697674418606,0.5,532.1691384950926
32,53,Washington,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,395.1,2050.2000000000003,2791.5,88.80697674418606,2.3,532.1691384950926
33,50,Vermont,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,1.9,2050.2000000000003,8.5,88.80697674418606,2.3,532.1691384950926
34,26,Michigan,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,1420.8,2050.2000000000003,289.3,88.80697674418606,2.3,532.1691384950926
35,56,Wyoming,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,0.0,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
36,6,California,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,17274.7,9758.0,2050.2000000000003,1543.9,88.80697674418606,2.3,532.1691384950926
37,12,Florida,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,4828.5,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
38,36,New York,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,1094.6,2050.2000000000003,137.9,88.80697674418606,2.3,532.1691384950926
39,1,Alabama,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,244.0,472.5,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
40,39,Ohio,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,1802.4,2050.2000000000003,209.6,88.80697674418606,2.3,532.1691384950926
41,24,Maryland,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,247.1,2050.2000000000003,114.8,88.80697674418606,2.3,532.1691384950926
42,28,Mississippi,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,1533.6,1379.2555892547657,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
43,41,Oregon,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,307.3,2050.2000000000003,75.3,88.80697674418606,2.3,532.1691384950926
44,44,Rhode Island,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,14.5,2050.2000000000003,0.9,88.80697674418606,2.3,532.1691384950926
45,33,New Hampshire,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,1.6,2050.2000000000003,5.3,88.80697674418606,2.3,532.1691384950926
46,25,Massachusetts,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,101.7,2050.2000000000003,44.0,88.80697674418606,2.3,532.1691384950926
47,47,Tennessee,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,328.6,61.7,2050.2000000000003,6.7,88.80697674418606,2.3,532.1691384950926
48,16,Idaho,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,137.7,2050.2000000000003,44.4,88.80697674418606,2.3,532.1691384950926
49,46,South Dakota,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,0.4,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
50,27,Minnesota,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,817.1,2050.2000000000003,17.6,88.80697674418606,2.3,532.1691384950926
51,10,Delaware,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,160.2,2050.2000000000003,0.1,88.80697674418606,2.3,532.1691384950926
52,9,Connecticut,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,30.1,2050.2000000000003,7.2,88.80697674418606,2.3,532.1691384950926
53,21,Kentucky,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,2757.0168701442844,43.7,2050.2000000000003,35.1,88.80697674418606,2.3,532.1691384950926
54,48,Texas,IMIDACLOPRID,1995,,5417.250883392227,1438.0992156862746,3273.1,2661.8,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
55,5,Arkansas,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,493.6,1379.2555892547657,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
56,20,Kansas,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,7.6,1379.2555892547657,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
57,41,Oregon,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,2757.0168701442844,928.2,2050.2000000000003,122.4,88.80697674418606,2.3,532.1691384950926
58,55,Wisconsin,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,2757.0168701442844,4461.5,2050.2000000000003,83.6,88.80697674418606,0.5,532.1691384950926
59,8,Colorado,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,2757.0168701442844,659.0,2050.2000000000003,10.3,88.80697674418606,2.3,532.1691384950926
60,12,Florida,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,2757.0168701442844,4378.3,2050.2000000000003,7899.7,88.80697674418606,2.3,532.1691384950926
61,29,Missouri,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,341.7,1379.2555892547657,2050.2000000000003,33.1,88.80697674418606,2.3,532.1691384950926
62,50,Vermont,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,2757.0168701442844,6.9,2050.2000000000003,503.3,88.80697674418606,2.3,532.1691384950926
63,51,Virginia,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,45.5,617.9,2050.2000000000003,24.6,88.80697674418606,2.3,68.3
64,28,Mississippi,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,696.6,1379.2555892547657,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
65,33,New Hampshire,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,2757.0168701442844,7.8,2050.2000000000003,14.3,88.80697674418606,2.3,532.1691384950926
66,26,Michigan,IMIDACLOPRID,1996,1229.3,5417.250883392227,1438.0992156862746,2757.0168701442844,4294.7,2050.2000000000003,597.4,88.80697674418606,20.7,532.1691384950926
67,4,Arizona,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,111.3,6043.0,2050.2000000000003,2.6,88.80697674418606,2.3,532.1691384950926
68,46,South Dakota,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,2757.0168701442844,0.7,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
69,37,North Carolina,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,353.8,1136.3,2050.2000000000003,3.5,88.80697674418606,2.3,387.6
70,22,Louisiana,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,1406.4,1379.2555892547657,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
71,42,Pennsylvania,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,2757.0168701442844,1644.4,2050.2000000000003,1484.6,88.80697674418606,2.3,532.1691384950926
72,31,Nebraska,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,2757.0168701442844,1.9,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
73,56,Wyoming,IMIDACLOPRID,1996,,5417.250883392227,1438.0992156862746,2757.0168701442844,0.0,2050.2000000000003,1062.1775265957447,88.80697674418606,2.3,532.1691384950926
