,State_FIPS_code,State,Compound,Year,Corn,Soybeans,Wheat,Cotton,Vegetables_and_fruit,Rice,Orchards_and_grapes,Alfalfa,Pasture_and_hay,Other_crops
0,48,Texas,IMIDACLOPRID,1994,,5304.7525587828495,1191.837254901961,2767.763567839196,1957.8,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
1,6,California,IMIDACLOPRID,1994,,5304.7525587828495,1191.837254901961,2767.763567839196,2348.0,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
2,16,Idaho,IMIDACLOPRID,1994,,5304.7525587828495,1191.837254901961,2767.763567839196,1287.412247644684,1170.4374999999998,1.4,27.26451612903226,1.5222222222222224,485.505035971223
3,4,Arizona,IMIDACLOPRID,1994,,5304.7525587828495,1191.837254901961,2767.763567839196,0.9,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
4,32,Nevada,IMIDACLOPRID,1994,,5304.7525587828495,1191.837254901961,2767.763567839196,0.3,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
5,41,Oregon,IMIDACLOPRID,1994,,5304.7525587828495,1191.837254901961,2767.763567839196,1287.412247644684,1170.4374999999998,62.9,27.26451612903226,1.5222222222222224,485.505035971223
6,53,Washington,IMIDACLOPRID,1994,,5304.7525587828495,1191.837254901961,2767.763567839196,1287.412247644684,1170.4374999999998,910.6,27.26451612903226,1.5222222222222224,485.505035971223
7,12,Florida,IMIDACLOPRID,1994,,5304.7525587828495,1191.837254901961,2767.763567839196,2756.4,1170.4374999999998,30.6,27.26451612903226,1.5222222222222224,485.505035971223
8,12,Florida,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,4808.0,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
9,21,Kentucky,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,44.1,1170.4374999999998,31.5,27.26451612903226,1.5222222222222224,485.505035971223
10,42,Pennsylvania,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,1264.8,1170.4374999999998,546.4,27.26451612903226,1.5222222222222224,485.505035971223
11,16,Idaho,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,44.5,1170.4374999999998,43.6,27.26451612903226,1.5222222222222224,485.505035971223
12,56,Wyoming,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,0.0,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
13,35,New Mexico,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,25.4,45.9,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
14,13,Georgia,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,0.2,1170.4374999999998,0.2,27.26451612903226,1.5222222222222224,485.505035971223
15,19,Iowa,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,14.3,1170.4374999999998,2.7,27.26451612903226,1.5222222222222224,485.505035971223
16,18,Indiana,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,26.3,1170.4374999999998,18.5,27.26451612903226,1.5222222222222224,485.505035971223
17,40,Oklahoma,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,6.5,1287.412247644684,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
18,29,Missouri,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,1.0,1287.412247644684,1170.4374999999998,21.7,27.26451612903226,1.5222222222222224,485.505035971223
19,5,Arkansas,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,11115.6,1287.412247644684,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
20,55,Wisconsin,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,124.0,1170.4374999999998,20.4,27.26451612903226,1.5222222222222224,485.505035971223
21,32,Nevada,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,1287.412247644684,1170.4374999999998,0.9,27.26451612903226,1.5222222222222224,485.505035971223
22,36,New York,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,843.0,1170.4374999999998,86.4,27.26451612903226,1.5222222222222224,485.505035971223
23,47,Tennessee,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,314.7,1287.412247644684,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
24,54,West Virginia,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,19.8,1170.4374999999998,24.0,27.26451612903226,1.5222222222222224,485.505035971223
25,48,Texas,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2585.2,2498.6,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
26,44,Rhode Island,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,14.5,1170.4374999999998,0.9,27.26451612903226,1.5222222222222224,485.505035971223
27,30,Montana,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,0.0,1170.4374999999998,3.1,27.26451612903226,1.5222222222222224,485.505035971223
28,8,Colorado,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,192.6,1170.4374999999998,0.0,27.26451612903226,1.6,485.505035971223
29,31,Nebraska,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,30.0,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
30,20,Kansas,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,13.6,1287.412247644684,1170.4374999999998,0.9,27.26451612903226,1.5222222222222224,485.505035971223
31,24,Maryland,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,238.6,1170.4374999999998,111.6,27.26451612903226,1.5222222222222224,485.505035971223
32,49,Utah,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,0.0,1170.4374999999998,581.8,27.26451612903226,1.5222222222222224,485.505035971223
33,10,Delaware,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,50.1,1170.4374999999998,0.1,27.26451612903226,1.5222222222222224,485.505035971223
34,9,Connecticut,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,4.1,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
35,6,California,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,17274.7,9758.0,1170.4374999999998,1543.9,27.26451612903226,1.5222222222222224,485.505035971223
36,25,Massachusetts,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,49.8,1170.4374999999998,44.0,27.26451612903226,1.5222222222222224,485.505035971223
37,37,North Carolina,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,1287.412247644684,1170.4374999999998,7.4,27.26451612903226,1.5222222222222224,485.505035971223
38,45,South Carolina,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,4.6,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
39,23,Maine,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,2082.6,1170.4374999999998,0.1,27.26451612903226,1.5222222222222224,485.505035971223
40,28,Mississippi,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,1254.1,1287.412247644684,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
41,33,New Hampshire,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,1287.412247644684,1170.4374999999998,5.3,27.26451612903226,1.5222222222222224,485.505035971223
42,26,Michigan,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,1364.5,1170.4374999999998,279.3,27.26451612903226,1.5222222222222224,485.505035971223
43,34,New Jersey,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,332.5,1170.4374999999998,3.1,27.26451612903226,1.5222222222222224,485.505035971223
44,46,South Dakota,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,0.2,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
45,53,Washington,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,1287.412247644684,1170.4374999999998,2781.6,27.26451612903226,1.5222222222222224,485.505035971223
46,51,Virginia,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,688.8,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
47,41,Oregon,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,217.6,1170.4374999999998,62.4,27.26451612903226,1.5222222222222224,485.505035971223
48,39,Ohio,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,1495.9,1170.4374999999998,129.4,27.26451612903226,1.5222222222222224,485.505035971223
49,17,Illinois,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,9.5,1170.4374999999998,5.7,27.26451612903226,1.5222222222222224,485.505035971223
50,4,Arizona,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,211.0,6351.4,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
51,22,Louisiana,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,189.6,1287.412247644684,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
52,27,Minnesota,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,2767.763567839196,530.2,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
53,1,Alabama,IMIDACLOPRID,1995,,5304.7525587828495,1191.837254901961,194.1,3.9,1170.4374999999998,1076.0229729729729,27.26451612903226,1.5222222222222224,485.505035971223
